sent1,sent2,logits0,logits1,label
中华全国工商业联合会的职能是什么,闵浦镇的标准化建设投入了多少资金,4.15667724609375,-3.977106809616089,0
中华全国工商业联合会的职能是什么,2017年，亿利集团又全面实施什么工程,3.3734700679779053,-3.0110855102539062,0
中华全国工商业联合会的职能是什么,珍珠小区人居环境建设的成功，使得社区党支部以什么为核心的社区生活共同体雏形初现,4.091599464416504,-4.043798923492432,0
中华全国工商业联合会的职能是什么,党的工作机关的职责是什么,0.5854243040084839,-0.4909018874168396,0
中华全国工商业联合会的职能是什么,系统进行用户注册、办理事项申请等操作，应该做好什么,2.9918055534362793,-2.775407552719116,0
中华全国工商业联合会的职能是什么,密是什么,2.19061541557312,-1.8440362215042114,0
中华全国工商业联合会的职能是什么,孙志刚怎样石化盘算,3.7393581867218018,-3.708543539047241,0
中华全国工商业联合会的职能是什么,根据需要，可以安排有关人员列席会议的安排是,0.9065161943435669,-0.8926228880882263,0
中华全国工商业联合会的职能是什么,为什么说蔓枯病会发生艾滋病,4.008001327514648,-3.767263174057007,0
中华全国工商业联合会的职能是什么,党校（行政学院）各个班次应当建立学员临时党支部吗,2.8490333557128906,-2.5144293308258057,0
中华全国工商业联合会的职能是什么,这个故事发生的主人翁有什么意思,3.5240166187286377,-3.3173701763153076,0
中华全国工商业联合会的职能是什么,习近平总书记系列重要讲话是什么,1.3729499578475952,-1.6211799383163452,0
中华全国工商业联合会的职能是什么,什么是安全员,1.973555088043213,-1.6660081148147583,0
中华全国工商业联合会的职能是什么,习近平亲切会见的那些人,3.792151689529419,-3.813075304031372,0
中华全国工商业联合会的职能是什么,严格党的组织生活制度，民主生活会有什么规定,3.2024357318878174,-2.9356930255889893,0
中华全国工商业联合会的职能是什么,这个现象每每每次发生会什么,2.984916925430298,-2.4189939498901367,0
中华全国工商业联合会的职能是什么,大田县在以多少个村官建制村为试点的基础上，建立农村工作住村特派员制度,4.116301536560059,-3.6801536083221436,0
中华全国工商业联合会的职能是什么,在茶叶的种植大户蔡方儒信心满满的时候，哪个人信得到了真实的原因,3.7366225719451904,-3.6275243759155273,0
中华全国工商业联合会的职能是什么,2012年，全省89％的社区场所面积面积不足200平方米，绝大多数社区没有固定工作经费，社区工作者报酬平均仅有多少,4.026414394378662,-3.7959439754486084,0
中华全国工商业联合会的职能是什么,中央政治局常务委员会会议的召开时间和地点是什么,0.42986881732940674,-0.4968007206916809,0
中华全国工商业联合会的职能是什么,王怀斌如何评价村组织的,3.705754518508911,-3.5309255123138428,0
中华全国工商业联合会的职能是什么,一核心三优势和红豆党建工作法有什么联系和区别,3.9837305545806885,-3.578768253326416,0
中华全国工商业联合会的职能是什么,刘洪的工作方法唯一4个字是什么,3.0592939853668213,-2.668076753616333,0
中华全国工商业联合会的职能是什么,马永贞(1972年4月逝世的时间是,2.5290825366973877,-2.2067129611968994,0
中华全国工商业联合会的职能是什么,韩有翼选举之后，要经谁批准,2.993699789047241,-2.4102439880371094,0
中华全国工商业联合会的职能是什么,金融监管会有什么作用,1.2048052549362183,-0.9460813403129578,0
中华全国工商业联合会的职能是什么,有条件的地方可依法探索什么样的体制,3.814120292663574,-3.5121543407440186,0
中华全国工商业联合会的职能是什么,芝博物馆是怎样的一项机制,3.3602473735809326,-3.0377447605133057,0
中华全国工商业联合会的职能是什么,加强对党的创新理论、党的方针政策的研究解读，组织力量撰写理论文章在哪些媒体发表,3.7527575492858887,-3.4261085987091064,0
中华全国工商业联合会的职能是什么,要把党员日常教育管理的基础性工作抓紧抓好,3.4040558338165283,-3.045759439468384,0
中华全国工商业联合会的职能是什么,360网站安全团队有多少骨干党员参与进来,3.9487030506134033,-3.6824042797088623,0
