sent1,sent2,logits0,logits1,label
朱佛定的法律是什么,闵浦镇的标准化建设投入了多少资金,4.319764137268066,-4.089859485626221,0
朱佛定的法律是什么,2017年，亿利集团又全面实施什么工程,3.4727303981781006,-3.1260159015655518,0
朱佛定的法律是什么,珍珠小区人居环境建设的成功，使得社区党支部以什么为核心的社区生活共同体雏形初现,4.0162835121154785,-4.085573196411133,0
朱佛定的法律是什么,党的工作机关的职责是什么,1.7541929483413696,-1.1926273107528687,0
朱佛定的法律是什么,系统进行用户注册、办理事项申请等操作，应该做好什么,3.306394338607788,-2.901304006576538,0
朱佛定的法律是什么,密是什么,-1.7226033210754395,1.9835783243179321,1
朱佛定的法律是什么,孙志刚怎样石化盘算,3.1717536449432373,-2.8747332096099854,0
朱佛定的法律是什么,根据需要，可以安排有关人员列席会议的安排是,2.8921639919281006,-2.3405938148498535,0
朱佛定的法律是什么,为什么说蔓枯病会发生艾滋病,3.707775354385376,-3.050490617752075,0
朱佛定的法律是什么,党校（行政学院）各个班次应当建立学员临时党支部吗,3.7022206783294678,-3.3028171062469482,0
朱佛定的法律是什么,这个故事发生的主人翁有什么意思,2.4275925159454346,-2.0744755268096924,0
朱佛定的法律是什么,习近平总书记系列重要讲话是什么,1.5775002241134644,-1.3878222703933716,0
朱佛定的法律是什么,什么是安全员,1.148442029953003,-0.5558106899261475,0
朱佛定的法律是什么,习近平亲切会见的那些人,3.704930305480957,-3.3379018306732178,0
朱佛定的法律是什么,严格党的组织生活制度，民主生活会有什么规定,2.7249722480773926,-2.2855446338653564,0
朱佛定的法律是什么,这个现象每每每次发生会什么,1.6798917055130005,-0.9384015202522278,0
朱佛定的法律是什么,大田县在以多少个村官建制村为试点的基础上，建立农村工作住村特派员制度,4.116830825805664,-3.587376832962036,0
朱佛定的法律是什么,在茶叶的种植大户蔡方儒信心满满的时候，哪个人信得到了真实的原因,3.5097720623016357,-3.047828435897827,0
朱佛定的法律是什么,2012年，全省89％的社区场所面积面积不足200平方米，绝大多数社区没有固定工作经费，社区工作者报酬平均仅有多少,4.226321220397949,-3.9550037384033203,0
朱佛定的法律是什么,中央政治局常务委员会会议的召开时间和地点是什么,1.1639864444732666,-0.9455013275146484,0
朱佛定的法律是什么,王怀斌如何评价村组织的,3.4234530925750732,-3.2086446285247803,0
朱佛定的法律是什么,一核心三优势和红豆党建工作法有什么联系和区别,4.105409622192383,-3.488731622695923,0
朱佛定的法律是什么,刘洪的工作方法唯一4个字是什么,2.334707736968994,-1.9462679624557495,0
朱佛定的法律是什么,马永贞(1972年4月逝世的时间是,2.6960747241973877,-2.157911777496338,0
朱佛定的法律是什么,韩有翼选举之后，要经谁批准,2.1207034587860107,-1.4120067358016968,0
朱佛定的法律是什么,金融监管会有什么作用,2.0936481952667236,-1.5534418821334839,0
朱佛定的法律是什么,有条件的地方可依法探索什么样的体制,3.186460256576538,-2.6314938068389893,0
朱佛定的法律是什么,芝博物馆是怎样的一项机制,2.840759038925171,-2.5019938945770264,0
朱佛定的法律是什么,加强对党的创新理论、党的方针政策的研究解读，组织力量撰写理论文章在哪些媒体发表,4.259957313537598,-4.1159563064575195,0
朱佛定的法律是什么,要把党员日常教育管理的基础性工作抓紧抓好,3.6359121799468994,-3.1346628665924072,0
朱佛定的法律是什么,360网站安全团队有多少骨干党员参与进来,3.9528989791870117,-3.694418430328369,0
朱佛定的法律是什么,这次著名的五老吃火锅故事，体现在什么地方,3.657721519470215,-3.262436628341675,0
朱佛定的法律是什么,这一做法脱胎于什么时候,2.445059299468994,-2.0083229541778564,0
朱佛定的法律是什么,信用卡作为基层党组织有什么作用,3.552198648452759,-3.361147165298462,0
朱佛定的法律是什么,权力和监督存在什么关系,1.2923020124435425,-0.6649828553199768,0
朱佛定的法律是什么,挪用救灾款款购买房屋的类型有哪些,3.0108754634857178,-2.330246686935425,0
朱佛定的法律是什么,社区党委是以哪些地方为代表,3.728611707687378,-3.384350299835205,0
朱佛定的法律是什么,一根红线相连，什么关系,2.1055119037628174,-1.6185542345046997,0
朱佛定的法律是什么,我们学习的目的是什么,2.4496233463287354,-1.8974155187606812,0
朱佛定的法律是什么,坡子街的红色地图用什么标注了坡子街街道近百个基层党组织和党群服务中心,3.8645057678222656,-3.81559157371521,0
朱佛定的法律是什么,中华民族千百年来存在的绝对贫困问题何时得到解决,3.962165117263794,-3.577343225479126,0
朱佛定的法律是什么,联合党支部规范了什么劲头更足了,3.568103075027466,-3.2374329566955566,0
朱佛定的法律是什么,村民主要经济来源于哪些地区,3.801913022994995,-3.3530478477478027,0
朱佛定的法律是什么,书记讲坛的讲难题有什么讲究,2.8895061016082764,-2.339002847671509,0
朱佛定的法律是什么,赵春容是怎么评价赵山的,2.3257205486297607,-1.8269068002700806,0
朱佛定的法律是什么,新体系的建立要点是什么,1.8869715929031372,-1.2155488729476929,0
朱佛定的法律是什么,强化队伍管理有什么作用,3.4866836071014404,-3.090075731277466,0
朱佛定的法律是什么,四个加强为什么为新时代军民融合深度发展提供了基本遵循,4.468228340148926,-4.242682933807373,0
朱佛定的法律是什么,资格复审需要什么资格复审,3.4049456119537354,-2.6473658084869385,0
朱佛定的法律是什么,请简述一下县委的怎样的一个事迹,3.194948196411133,-2.828705072402954,0
朱佛定的法律是什么,把农村建设成为广大农民的美好家园有什么意义,4.140625,-3.620929002761841,0
朱佛定的法律是什么,联合国际党支部目前已成立了多少个网格党支部,3.519324541091919,-3.135817527770996,0
朱佛定的法律是什么,实践反复证明了什么,2.357041835784912,-1.9760640859603882,0
朱佛定的法律是什么,重孝尚贤等中华传统美德有什么作用,3.207772970199585,-2.7446529865264893,0
朱佛定的法律是什么,中铝大厦四层多功能厅内，发生了什么事情,3.4066569805145264,-2.794597864151001,0
朱佛定的法律是什么,东北方元打造了怎样的一个社会基础,3.7504987716674805,-3.356471538543701,0
朱佛定的法律是什么,村里还在大榕树下建起什么,3.194934368133545,-2.926103353500366,0
朱佛定的法律是什么,党委等院级党组织发挥了怎样的作用,4.062905788421631,-3.7594828605651855,0
朱佛定的法律是什么,丁一宇拟提名为什么,3.072273015975952,-2.6428167819976807,0
朱佛定的法律是什么,导航会的主题活动是什么,2.7120983600616455,-2.153822183609009,0
朱佛定的法律是什么,习近平同志强调的是什么观点,3.3552465438842773,-3.111656427383423,0
朱佛定的法律是什么,这个书籍包括哪些内容,2.354956865310669,-1.741841435432434,0
朱佛定的法律是什么,深化办学体制改革试点的范围是什么,3.2649943828582764,-2.8695333003997803,0
朱佛定的法律是什么,泗阳县为什么准确把脉社区党建在城市发展中的结合点,4.569531440734863,-4.181896686553955,0
朱佛定的法律是什么,人事争议仲裁委员会具体指导什么,1.1466532945632935,-0.8399223685264587,0
朱佛定的法律是什么,优化主渠道功能是什么,3.0227625370025635,-2.3672397136688232,0
朱佛定的法律是什么,引导职业人才进行村里服务带来什么样的社会服务,4.501138687133789,-4.326537132263184,0
朱佛定的法律是什么,《习近平总书记系列重要讲话读本（2016年版））是哪一年出版的,3.6883912086486816,-3.6194822788238525,0
朱佛定的法律是什么,争当出彩先锋》中的教学活动是怎样的,3.3379340171813965,-2.535006046295166,0
朱佛定的法律是什么,区域为什么要开展志愿服务,4.278952598571777,-3.5957913398742676,0
