sent1,sent2,logits0,logits1,label
人才创新创业需要多少个过程,闵浦镇的标准化建设投入了多少资金,1.9886603355407715,-1.938490867614746,0
人才创新创业需要多少个过程,2017年，亿利集团又全面实施什么工程,1.8624128103256226,-1.840796709060669,0
人才创新创业需要多少个过程,珍珠小区人居环境建设的成功，使得社区党支部以什么为核心的社区生活共同体雏形初现,4.206506729125977,-4.450798034667969,0
人才创新创业需要多少个过程,党的工作机关的职责是什么,3.895500421524048,-3.754476308822632,0
人才创新创业需要多少个过程,系统进行用户注册、办理事项申请等操作，应该做好什么,3.1614468097686768,-3.1799933910369873,0
人才创新创业需要多少个过程,密是什么,2.478466749191284,-2.5044238567352295,0
人才创新创业需要多少个过程,孙志刚怎样石化盘算,3.0813283920288086,-3.2465572357177734,0
人才创新创业需要多少个过程,根据需要，可以安排有关人员列席会议的安排是,2.7973501682281494,-2.8000028133392334,0
人才创新创业需要多少个过程,为什么说蔓枯病会发生艾滋病,3.493917226791382,-3.515536308288574,0
人才创新创业需要多少个过程,党校（行政学院）各个班次应当建立学员临时党支部吗,3.595104694366455,-3.238701105117798,0
人才创新创业需要多少个过程,这个故事发生的主人翁有什么意思,3.080308437347412,-2.962346315383911,0
人才创新创业需要多少个过程,习近平总书记系列重要讲话是什么,3.364642858505249,-3.4436633586883545,0
人才创新创业需要多少个过程,什么是安全员,2.4923031330108643,-2.3883180618286133,0
人才创新创业需要多少个过程,习近平亲切会见的那些人,3.866760492324829,-3.6979305744171143,0
人才创新创业需要多少个过程,严格党的组织生活制度，民主生活会有什么规定,4.365267753601074,-4.355303764343262,0
人才创新创业需要多少个过程,这个现象每每每次发生会什么,2.2471108436584473,-1.9558669328689575,0
人才创新创业需要多少个过程,大田县在以多少个村官建制村为试点的基础上，建立农村工作住村特派员制度,2.662419319152832,-2.6810691356658936,0
人才创新创业需要多少个过程,在茶叶的种植大户蔡方儒信心满满的时候，哪个人信得到了真实的原因,3.334101438522339,-3.373142719268799,0
人才创新创业需要多少个过程,2012年，全省89％的社区场所面积面积不足200平方米，绝大多数社区没有固定工作经费，社区工作者报酬平均仅有多少,1.351049780845642,-1.724812388420105,0
人才创新创业需要多少个过程,中央政治局常务委员会会议的召开时间和地点是什么,4.074332237243652,-3.832659959793091,0
人才创新创业需要多少个过程,王怀斌如何评价村组织的,3.3226318359375,-3.505650043487549,0
人才创新创业需要多少个过程,一核心三优势和红豆党建工作法有什么联系和区别,3.7688751220703125,-3.4276366233825684,0
人才创新创业需要多少个过程,刘洪的工作方法唯一4个字是什么,2.50359845161438,-2.5619142055511475,0
人才创新创业需要多少个过程,马永贞(1972年4月逝世的时间是,3.115704298019409,-3.140333414077759,0
人才创新创业需要多少个过程,韩有翼选举之后，要经谁批准,3.378892183303833,-3.5295486450195312,0
人才创新创业需要多少个过程,金融监管会有什么作用,3.0242559909820557,-3.0007858276367188,0
人才创新创业需要多少个过程,有条件的地方可依法探索什么样的体制,2.9183919429779053,-2.971625328063965,0
人才创新创业需要多少个过程,芝博物馆是怎样的一项机制,2.980736255645752,-3.1542253494262695,0
人才创新创业需要多少个过程,加强对党的创新理论、党的方针政策的研究解读，组织力量撰写理论文章在哪些媒体发表,2.4896442890167236,-2.4907453060150146,0
人才创新创业需要多少个过程,要把党员日常教育管理的基础性工作抓紧抓好,3.5677926540374756,-3.233964204788208,0
人才创新创业需要多少个过程,360网站安全团队有多少骨干党员参与进来,1.6506706476211548,-1.8300217390060425,0
人才创新创业需要多少个过程,这次著名的五老吃火锅故事，体现在什么地方,3.509971857070923,-3.530423641204834,0
人才创新创业需要多少个过程,这一做法脱胎于什么时候,3.1176233291625977,-2.919530153274536,0
人才创新创业需要多少个过程,信用卡作为基层党组织有什么作用,4.069141387939453,-3.9619734287261963,0
人才创新创业需要多少个过程,权力和监督存在什么关系,3.9520227909088135,-3.8766064643859863,0
人才创新创业需要多少个过程,挪用救灾款款购买房屋的类型有哪些,3.9069714546203613,-4.147996425628662,0
人才创新创业需要多少个过程,社区党委是以哪些地方为代表,4.280318260192871,-4.13844633102417,0
人才创新创业需要多少个过程,一根红线相连，什么关系,2.944049119949341,-2.8280506134033203,0
人才创新创业需要多少个过程,我们学习的目的是什么,2.2387773990631104,-2.210780620574951,0
人才创新创业需要多少个过程,坡子街的红色地图用什么标注了坡子街街道近百个基层党组织和党群服务中心,4.133056640625,-4.078479290008545,0
人才创新创业需要多少个过程,中华民族千百年来存在的绝对贫困问题何时得到解决,3.935955762863159,-4.0899128913879395,0
人才创新创业需要多少个过程,联合党支部规范了什么劲头更足了,3.628901481628418,-3.6981897354125977,0
人才创新创业需要多少个过程,村民主要经济来源于哪些地区,3.8558297157287598,-3.7952778339385986,0
人才创新创业需要多少个过程,书记讲坛的讲难题有什么讲究,2.8245351314544678,-2.7715070247650146,0
人才创新创业需要多少个过程,赵春容是怎么评价赵山的,2.9461681842803955,-3.1061055660247803,0
人才创新创业需要多少个过程,新体系的建立要点是什么,1.4242266416549683,-1.2571724653244019,0
人才创新创业需要多少个过程,强化队伍管理有什么作用,2.295228958129883,-2.280970335006714,0
人才创新创业需要多少个过程,四个加强为什么为新时代军民融合深度发展提供了基本遵循,4.158702850341797,-3.739133834838867,0
人才创新创业需要多少个过程,资格复审需要什么资格复审,0.7590773105621338,-0.7294473648071289,0
人才创新创业需要多少个过程,请简述一下县委的怎样的一个事迹,3.8247244358062744,-3.7747251987457275,0
人才创新创业需要多少个过程,把农村建设成为广大农民的美好家园有什么意义,4.02772331237793,-3.7442312240600586,0
