sent1,sent2,logits0,logits1,label
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,闵浦镇的标准化建设投入了多少资金,3.870783567428589,-3.774202585220337,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,2017年，亿利集团又全面实施什么工程,2.609123468399048,-2.6070501804351807,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,珍珠小区人居环境建设的成功，使得社区党支部以什么为核心的社区生活共同体雏形初现,-0.2730054557323456,-0.09649711847305298,1
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,党的工作机关的职责是什么,3.087157964706421,-2.9514758586883545,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,系统进行用户注册、办理事项申请等操作，应该做好什么,3.909151554107666,-3.755786180496216,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,密是什么,3.5237302780151367,-3.253016471862793,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,孙志刚怎样石化盘算,4.083619117736816,-4.095417499542236,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,根据需要，可以安排有关人员列席会议的安排是,3.7735421657562256,-3.522087335586548,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,为什么说蔓枯病会发生艾滋病,4.056957721710205,-3.9419286251068115,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,党校（行政学院）各个班次应当建立学员临时党支部吗,3.1069412231445312,-2.9422266483306885,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,这个故事发生的主人翁有什么意思,4.190421104431152,-3.9722611904144287,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,习近平总书记系列重要讲话是什么,2.797391653060913,-2.8395564556121826,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,什么是安全员,3.358661413192749,-3.0672767162323,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,习近平亲切会见的那些人,4.435293674468994,-4.3694963455200195,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,严格党的组织生活制度，民主生活会有什么规定,2.874459743499756,-2.877760887145996,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,这个现象每每每次发生会什么,3.308546304702759,-2.819547414779663,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,大田县在以多少个村官建制村为试点的基础上，建立农村工作住村特派员制度,3.6061129570007324,-3.4029414653778076,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,在茶叶的种植大户蔡方儒信心满满的时候，哪个人信得到了真实的原因,4.137970924377441,-4.264427185058594,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,2012年，全省89％的社区场所面积面积不足200平方米，绝大多数社区没有固定工作经费，社区工作者报酬平均仅有多少,3.3912532329559326,-3.2938520908355713,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,中央政治局常务委员会会议的召开时间和地点是什么,3.543323516845703,-3.3837521076202393,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,王怀斌如何评价村组织的,3.461144208908081,-3.413151979446411,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,一核心三优势和红豆党建工作法有什么联系和区别,3.3680455684661865,-3.126481771469116,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,刘洪的工作方法唯一4个字是什么,3.9897215366363525,-3.880584478378296,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,马永贞(1972年4月逝世的时间是,3.7818241119384766,-3.8680553436279297,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,韩有翼选举之后，要经谁批准,4.433152198791504,-4.365316867828369,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,金融监管会有什么作用,4.525862693786621,-4.180664539337158,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,有条件的地方可依法探索什么样的体制,4.090670585632324,-3.8504481315612793,0
青岛市城阳区城阳街道顺德居社区党总支试点打造什么,芝博物馆是怎样的一项机制,4.288533687591553,-4.253788948059082,0
